,,,,,,,,,,,,,,,,,,,
순번,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,강의실,시간표(교시),시간표(시간),교시유형,학점,수업구분,수업유형,성적평가,집중이수제,원어강의구분
83,인문대학,영어영문학과,3,전공심화,전공심화,0012324001,음향음성학탐구,Exploration of Acoustic Phonetics,정예지,"제15호관 인문대학-116 강의실(대)-2[15-116], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-116:목(4-5A)] [15-403:월(4-5A)], [15-116:목(12:00~13:15)] [15-403:월(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
84,인문대학,영어영문학과,3,전공심화,전공심화,AIB6018001,영어음운론,ENGLISH PHONOLOGY,정예지,"제15호관 인문대학-118B 강의실[15-118B], 제15호관 인문대학-403 전용어학실습실-3[15-403]", [15-118B:목(7-8A)] [15-403:월(7-8A)], [15-118B:목(15:00~16:15)] [15-403:월(15:00~16:15)],75분,3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
85,인문대학,영어영문학과,3,전공심화,전공심화,AIB6078001,비교문학,COMPARATIVE LITERATURE,이용화,제15호관 인문대학-403 전용어학실습실-3[15-403]," [15-403:화(7)(8),수(5)]"," [15-403:화(15:00~15:50)(16:00~16:50),수(13:00~13:50)]",50분(표준),3,일반과목,강의(이론),절대평가,일반(1~15주),원어강의(EN)
86,인문대학,영어영문학과,4,전공심화,전공심화,0012340001,AI활용번역입문,Introduction to AI Assisted Translation,정채관,제15호관 인문대학-317 교육통계실습실[15-317]," [15-317:화(5B-6)(7-8A),금(5B-6)(7-8A)]"," [15-317:화(13:30~14:45)(15:00~16:15),금(13:30~14:45)(15:00~16:15)]",75분,3,일반과목,온라인혼합형강좌,상대평가,집중A(1~8주),비대상
87,인문대학,영어영문학과,4,전공심화,전공심화,AIB6039001,교과교재연구및지도법(영어),STUDY ON MATERIAL AND TEACHING METHOD,김정태,제15호관 인문대학-116 강의실(대)-2[15-116]," [15-116:화(8B-9),목(8B-9)]"," [15-116:화(16:30~17:45),목(16:30~17:45)]",75분,3,일반과목,e-Learning,상대평가,일반(1~15주),비대상
88,인문대학,영어영문학과,4,전공심화,전공심화,AIB6073001,실무영작문,PRACTICAL ENGLISH COMPOSITION,알라나 커밍스,제15호관 인문대학-403 전용어학실습실-3[15-403], [15-403:금(3)(4)], [15-403:금(11:00~11:50)(12:00~12:50)],50분(표준),2,일반과목,강의(이론),상대평가,일반(1~15주),원어강의(EN)
89,인문대학,영어영문학과,4,전공심화,전공심화,AIB6074001,영어스피치와디베이트,ENGLISH SPEECH & DEBATE,Anthony Wayne Thompson IV,제15호관 인문대학-116 강의실(대)-2[15-116], [15-116:월(6)(7)], [15-116:월(14:00~14:50)(15:00~15:50)],50분(표준),2,일반과목,강의(이론),상대평가,일반(1~15주),원어강의(EN)
90,인문대학,독어독문학과,1,전공기초,전공기초,0007800004,자기설계세미나 I,Self - Design Seminar I,이노은,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:화(9)], [15-502:화(17:00~17:50)],50분(표준),1,일반과목,자기설계세미나,이수인정,일반(1~15주),비대상
91,인문대학,독어독문학과,1,전공기초,전공기초,0007800005,자기설계세미나 I,Self - Design Seminar I,이원경,제15호관 인문대학-405 세미나실-4[15-405], [15-405:화(9)], [15-405:화(17:00~17:50)],50분(표준),1,일반과목,자기설계세미나,이수인정,일반(1~15주),비대상
92,인문대학,독어독문학과,1,전공기초,전공기초,0009352001,초급독일어회화A1 1,Elementary German Conversation A1 1,미하엘멩케,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:금(2)(3)], [15-502:금(10:00~10:50)(11:00~11:50)],50분(표준),1,일반과목,실험실습,상대평가,일반(1~15주),비대상
93,인문대학,독어독문학과,1,전공기초,전공기초,0009352002,초급독일어회화A1 1,Elementary German Conversation A1 1,미하엘멩케,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:금(6)(7)], [15-502:금(14:00~14:50)(15:00~15:50)],50분(표준),1,일반과목,실험실습,상대평가,일반(1~15주),비대상
94,인문대학,독어독문학과,1,전공기초,전공기초,0009353001,초급독일어A1 1,Elementary GermanA1 1,주소정,"제15호관 인문대학-103 최영숙강의실[15-103], 제15호관 인문대학-502 전용어학실습실-2[15-502]", [15-103:월(2)(3)] [15-502:화(7)(8)], [15-103:월(10:00~10:50)(11:00~11:50)] [15-502:화(15:00~15:50)(16:00~16:50)],50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
95,인문대학,독어독문학과,1,전공기초,전공기초,0009353002,초급독일어A1 1,Elementary GermanA1 1,주소정,제15호관 인문대학-103 최영숙강의실[15-103]," [15-103:월(4)(5),수(5)(6)]"," [15-103:월(12:00~12:50)(13:00~13:50),수(13:00~13:50)(14:00~14:50)]",50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
96,인문대학,독어독문학과,1,전공심화,전공심화,AIE6064001,독일명작의이해,Understanding of German  Masterpieces,이노은,제15호관 인문대학-502 전용어학실습실-2[15-502]," [15-502:화(2)(3),금(5)]"," [15-502:화(10:00~10:50)(11:00~11:50),금(13:00~13:50)]",50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
97,인문대학,독어독문학과,1,전공심화,전공심화,AIE6071001,현대독일사회의이해,Understanding of Contemporary German  Society,명정,제15호관 인문대학-118A 강의실[15-118A], [15-118A:수(1-2A)(2B-3)], [15-118A:수(09:00~10:15)(10:30~11:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
98,인문대학,독어독문학과,2,전공핵심,전공핵심,0009354001,중급독일어A2 1,Intermediate GermanA2 1,슈텔레 에바,"제15호관 인문대학-103 최영숙강의실[15-103], 제15호관 인문대학-502 전용어학실습실-2[15-502]", [15-103:금(3)(4)] [15-502:수(2)(3)], [15-103:금(11:00~11:50)(12:00~12:50)] [15-502:수(10:00~10:50)(11:00~11:50)],50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
99,인문대학,독어독문학과,2,전공핵심,전공핵심,0009354002,중급독일어A2 1,Intermediate GermanA2 1,슈텔레 에바,"제15호관 인문대학-103 최영숙강의실[15-103], 제15호관 인문대학-502 전용어학실습실-2[15-502]", [15-103:금(5)(6)] [15-502:수(4)(5)], [15-103:금(13:00~13:50)(14:00~14:50)] [15-502:수(12:00~12:50)(13:00~13:50)],50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
100,인문대학,독어독문학과,2,전공핵심,전공핵심,0009355001,중급독일어회화 A2 1,Intermediate German Conversation A2 1,미하엘멩케,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:목(4)(5)], [15-502:목(12:00~12:50)(13:00~13:50)],50분(표준),1,일반과목,실험실습,상대평가,일반(1~15주),비대상
101,인문대학,독어독문학과,2,전공핵심,전공핵심,0009355002,중급독일어회화 A2 1,Intermediate German Conversation A2 1,미하엘멩케,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:목(7)(8)], [15-502:목(15:00~15:50)(16:00~16:50)],50분(표준),1,일반과목,실험실습,상대평가,일반(1~15주),비대상
102,인문대학,독어독문학과,2,전공심화,전공심화,0000352001,독일어문법,German Grammar,이원경,제15호관 인문대학-103 최영숙강의실[15-103]," [15-103:화(5B-6),수(7-8A)]"," [15-103:화(13:30~14:45),수(15:00~16:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
103,인문대학,독어독문학과,2,전공심화,전공심화,0009356001,미디어학입문,Introduction to Media Studies,명정,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:월(1-2A)(2B-3)], [15-502:월(09:00~10:15)(10:30~11:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
104,인문대학,독어독문학과,2,전공심화,전공심화,0009851001,독일어구문과표현,German Sentences and Expressions,박은주,제15호관 인문대학-103 최영숙강의실[15-103], [15-103:화(2B-3)(4-5A)], [15-103:화(10:30~11:45)(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
105,인문대학,독어독문학과,2,전공심화,전공심화,AIE6076001,독일의일상과대중문화,German Life and  Popular Culture,이노은,제15호관 인문대학-502 전용어학실습실-2[15-502]," [15-502:월(5B-6),목(2B-3)]"," [15-502:월(13:30~14:45),목(10:30~11:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
106,인문대학,독어독문학과,2,전공심화,전공심화,AIE6078001,독일산문,German Prose,권혁준,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:월(7-8A)(8B-9)], [15-502:월(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
107,인문대학,독어독문학과,2,전공심화,전공심화,AIE6079001,독일문학사,History of  German Literature,권혁준,제15호관 인문대학-103 최영숙강의실[15-103], [15-103:화(7-8A)(8B-9)], [15-103:화(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
108,인문대학,독어독문학과,3,전공심화,전공심화,0000354001,독일어작문,German Composition,이원경,제15호관 인문대학-103 최영숙강의실[15-103]," [15-103:수(2B-3),목(2B-3)]"," [15-103:수(10:30~11:45),목(10:30~11:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
109,인문대학,독어독문학과,3,전공심화,전공심화,0009359001,고급독일어회화 B1 1,Advanced German Conversation B1 1,미하엘멩케,제15호관 인문대학-118A 강의실[15-118A], [15-118A:화(2B-3)(4-5A)], [15-118A:화(10:30~11:45)(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
110,인문대학,독어독문학과,3,전공심화,전공심화,AIE6074001,독일문화와젠더,German Cuiture and Gender,신동도,제15호관 인문대학-103 최영숙강의실[15-103], [15-103:목(5B-6)(7-8A)], [15-103:목(13:30~14:45)(15:00~16:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
111,인문대학,독어독문학과,4,전공심화,전공심화,AIE6034001,시사독일어,Current German,주소정,제15호관 인문대학-405 세미나실-4[15-405]," [15-405:화(2B-3),수(2B-3)]"," [15-405:화(10:30~11:45),수(10:30~11:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
112,인문대학,독어독문학과,4,전공심화,전공심화,AIE6053001,유럽통상학의이해,Understanding of European Trade,미하엘멩케,제15호관 인문대학-502 전용어학실습실-2[15-502], [15-502:수(7-8A)(8B-9)], [15-502:수(15:00~16:15)(16:30~17:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
113,인문대학,독어독문학과,4,전공심화,전공심화,AIE6061001,유럽의역사와문화,History & Culture of Europe,신동도,제15호관 인문대학-101 강의실(중)-2[15-101], [15-101:화(4-5A)(5B-6)], [15-101:화(12:00~13:15)(13:30~14:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
114,인문대학,불어불문학과,전학년,전공심화,전공심화,0009062009,RISE,RISE,도윤정,,,,50분(표준),3,일반과목,RISE(시간표 없음),이수인정,일반(1~15주),비대상
115,인문대학,불어불문학과,1,전공기초,전공기초,0007800006,자기설계세미나 I,Self - Design Seminar I,박정준,제15호관 인문대학-501 전용어학실습실-1[15-501], [15-501:화(8)], [15-501:화(16:00~16:50)],50분(표준),1,일반과목,자기설계세미나,이수인정,일반(1~15주),비대상
116,인문대학,불어불문학과,1,전공기초,전공기초,0007800007,자기설계세미나 I,Self - Design Seminar I,도윤정,제15호관 인문대학-405 세미나실-4[15-405], [15-405:화(8)], [15-405:화(16:00~16:50)],50분(표준),1,일반과목,자기설계세미나,이수인정,일반(1~15주),비대상
117,인문대학,불어불문학과,1,전공기초,전공기초,0007800008,자기설계세미나 I,Self - Design Seminar I,이혜인,제15호관 인문대학-101 강의실(중)-2[15-101], [15-101:화(8)], [15-101:화(16:00~16:50)],50분(표준),1,일반과목,자기설계세미나,이수인정,일반(1~15주),비대상
118,인문대학,불어불문학과,1,전공기초,전공기초,AIF6142001,기초프랑스어(1),ELEMENTARY FRENCH(1),박정준,"제15호관 인문대학-101 강의실(중)-2[15-101], 제15호관 인문대학-501 전용어학실습실-1[15-501]", [15-101:월(2)(3)] [15-501:금(5)(6)], [15-101:월(10:00~10:50)(11:00~11:50)] [15-501:금(13:00~13:50)(14:00~14:50)],50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
119,인문대학,불어불문학과,1,전공기초,전공기초,AIF6142002,기초프랑스어(1),ELEMENTARY FRENCH(1),박정준,"제15호관 인문대학-101 강의실(중)-2[15-101], 제15호관 인문대학-501 전용어학실습실-1[15-501]", [15-101:화(2)(3)] [15-501:금(7)(8)], [15-101:화(10:00~10:50)(11:00~11:50)] [15-501:금(15:00~15:50)(16:00~16:50)],50분(표준),3,일반과목,이론실험실습,상대평가,일반(1~15주),비대상
120,인문대학,불어불문학과,1,전공핵심,전공핵심,AIF6138001,기초프랑스어회화(1),FRENCH CONVERSATION BEGINNING COURSE(1),파비앙,"제15호관 인문대학-101 강의실(중)-2[15-101], 제15호관 인문대학-501 전용어학실습실-1[15-501]", [15-101:수(2B-3)] [15-501:월(7-8A)], [15-101:수(10:30~11:45)] [15-501:월(15:00~16:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
121,인문대학,불어불문학과,1,전공핵심,전공핵심,AIF6138002,기초프랑스어회화(1),FRENCH CONVERSATION BEGINNING COURSE(1),파비앙,"제15호관 인문대학-101 강의실(중)-2[15-101], 제15호관 인문대학-501 전용어학실습실-1[15-501]", [15-101:수(4-5A)] [15-501:금(2B-3)], [15-101:수(12:00~13:15)] [15-501:금(10:30~11:45)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
122,인문대학,불어불문학과,1,전공심화,전공심화,AIF6022001,프랑스사회와문화,French Society and Culture,지영호,제15호관 인문대학-101 강의실(중)-2[15-101], [15-101:수(7)(8)(9)], [15-101:수(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
123,인문대학,불어불문학과,2,전공핵심,전공핵심,AIF6002001,프랑스어회화(1),FRENCH CONVERSATION(1),파비앙,제15호관 인문대학-501 전용어학실습실-1[15-501]," [15-501:월(5B-6),목(4-5A)]"," [15-501:월(13:30~14:45),목(12:00~13:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
124,인문대학,불어불문학과,2,전공핵심,전공핵심,AIF6002002,프랑스어회화(1),FRENCH CONVERSATION(1),파비앙,"제15호관 인문대학-101 강의실(중)-2[15-101], 제15호관 인문대학-501 전용어학실습실-1[15-501]", [15-101:금(4-5A)] [15-501:화(4-5A)], [15-101:금(12:00~13:15)] [15-501:화(12:00~13:15)],75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
125,인문대학,불어불문학과,2,전공심화,전공심화,0007862001,프랑스문학강독1,Reading in French Literature 1,도윤정,제15호관 인문대학-101 강의실(중)-2[15-101]," [15-101:월(7-8A),금(7-8A)]"," [15-101:월(15:00~16:15),금(15:00~16:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
126,인문대학,불어불문학과,2,전공심화,전공심화,0007867001,프랑스어문법과 작문1,French Grammar and Composition 1,이현주,제15호관 인문대학-501 전용어학실습실-1[15-501]," [15-501:화(2B-3),목(5B-6)]"," [15-501:화(10:30~11:45),목(13:30~14:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
127,인문대학,불어불문학과,3,전공심화,전공심화,0005456001,프랑스소설의이해,Understanding French Novels,이혜인,제15호관 인문대학-405 세미나실-4[15-405]," [15-405:화(4-5A),금(4-5A)]"," [15-405:화(12:00~13:15),금(12:00~13:15)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
128,인문대학,불어불문학과,3,전공심화,전공심화,0007864001,중급프랑스어회화,French Conversation on Intermediate Level,파비앙,제15호관 인문대학-501 전용어학실습실-1[15-501]," [15-501:월(2B-3),목(2B-3)]"," [15-501:월(10:30~11:45),목(10:30~11:45)]",75분,3,일반과목,강의(이론),상대평가,일반(1~15주),비대상
